Concepto,Respuesta,Codigo
influjo,persuación,persuadir
influjo,motivación,motivacion
influjo,manipulación,manipulacion
influjo,decisión,elegir
influjo,convencer,influyente
dulzura,rico,comida_sabrosa
dulzura,intenso,intensidad
dulzura,agradable,agradable
dulzura,dulce,dulce
dulzura,sabroso,comida_sabrosa
dulzura,comida,comida
dulzura,ternura,ternura
dulzura,bebes,infancia
dulzura,perros,animal_domestico
dulzura,nectar,bebida_azucarada
encanto,agradeble,agradable
encanto,tierno,ternura
encanto,dulce,dulce
encanto,amoroso,amabilidad
encanto,simpatico,agradable
encanto,cariñoso,amabilidad
encanto,alegre,felicidad
encanto,cordial,cordialidad
encanto,amistoso,amistad
encanto,sociable,socializar
estatus,poder,poder
estatus,cargo,puesto_laboral
estatus,gerente,puesto_laboral
estatus,dinero,dinero
estatus,clase social,clase_social
estatus,grupo,grupo
estatus,club,grupo
estatus,elite,estatus_socioeconomico
estatus,importante,relevancia
estatus,privilegios,privilegios
balanza,equilibrio,equilibrado
balanza,puede provocar problemas mentales,enfermedad
balanza,justicia,justicia
balanza,lo que se entrega es justo,justicia
balanza,entrega pesos,medicion
galaxia,estrellas,estrella
galaxia,planeta,astros
galaxia,la fuerza que tiene,energia
galaxia,lo poco que se sabe de ella,desconocido
galaxia,es gigante,inmensidad
galaxia,energia,energia
semilla,felicidad,felicidad
semilla,algo nuevo,novedad
semilla,nuevos comienzos,comienzo
semilla,incertidumbre porque no se sabe si esta bien,incertidumbre
semilla,crecimiento,crecimiento
semilla,se requiere preocupacion,precaucion
semilla,se requiere cuidado,precaucion
semilla,nuevas oportunidades,oportunidad
semilla,se debe forzalecer,fuerza
viajero,persona que conoce mucho,conocimiento
viajero,muchas culturas,cultural
viajero,quizas no tiene mucho dinero,pobreza
viajero,no puede generar muchos lazos afectivos,individualista
viajero,no tiene un lugar fijo para vivir,nomade
viajero,no puede tener un trabajo fijo,nomade
cosecha,nutrición,nutritivo
cosecha,alimentos frescos,alimentarse
cosecha,se puede relacionar con sentimientos,sentimientos
cosecha,plantar algo,cultivo
cosecha,algo que se espero hace tiempo,paciencia
cosecha,felicidad,felicidad
pantano,lento,lentitud
pantano,pegajoso,texturas
pantano,algo que no te deja avanzar,obstaculos
pantano,algo que te deja pegado,obstaculos
pantano,algo que te absorbe,absorbible
pistola,maldad,malefico
pistola,carcel,carcel
pistola,algo peligroso,riesgoso
pistola,miedo,miedo
pistola,situacion de riesgo,riesgoso
pistola,robo,robar
misiles,guerra,guerra
huracán,destrucción,destruccion
huracán,problemas,frustacion
huracán,cambio climatico,cambio_climatico
huracán,personas dañadas,destruccion
huracán,casas destruidas,escombros
huracán,algunos en mejores condiciones que otros,condicion
ajedrez,inteligencia,inteligencia
tributo,agradecimiento,gratitud
tributo,darle gracias a alguien,gratitud
tributo,seguir a alguien,ejemplo_a_seguir
tributo,veneracion,admiracion
montaje,falsedad,falsedad
montaje,algo malo,malintencionado
trámite,demora,accion_prolongada
trámite,cansancio cuando se realiza,cansancio
trámite,solucionar problemas,resuelve_problemas
trámite,gestion,gestion
trámite,se realizan filas,ordenado
trámite,requiere de tiempo,accion_prolongada
lástima,tristeza,angustia
lástima,pena por otra persona,empatia
lástima,perdida,perdidas
milagro,buenas noticias,felicidad
milagro,trabajado científico,ciencia
milagro,darle vida a algo que debía morir,resucitar
milagro,felicidad,felicidad
reflejo,sinceridad,sinceridad
reflejo,claridad,claridad
reflejo,enfrentarse a la realidad,realismo
reflejo,mostrarse como uno es,identidad
reflejo,mostar la verdad,veridico
reflejo,proyectarse,proyeccion
reflejo,enfrentar la verdad,confrontacional
reflejo,mostrar la realidad,realismo
lamento,tristeza,angustia
lamento,malas decisiones,equivocacion
lamento,malas ideas,malintencionado
lamento,proyectos que no funcionaron,fracaso
lamento,frustración,frustacion
arreglo,pueden haber de distintos tipos,diversidad
arreglo,mejor cosas,mejorar
arreglo,consenso,acuerdo
arreglo,mejorar situaciones,mejorar
emoción,existen varias,diversidad
emoción,amor,amor
emoción,odio,odio
emoción,rencor,venganza
emoción,nos pueden dominar,involuntario
emoción,deben controlarse,control
emoción,impulsividad,impulsividad
ingreso,poder entrar,entrada
ingreso,nuevos comienzos,comienzo
ingreso,nuevos lugares,novedad
ingreso,algo positivo,positivo
ingreso,nueva información,conocimiento
pantano,shrek,personaje_animado
pantano,mal olor,maloliente
pantano,cocodrilos,animal_salvaje
pantano,el amazonas,region_latinoamericana
pantano,agua sucia,suciedad
pantano,tiene barro,barro
pantano,mucha vegetación,naturaleza
pantano,arboles,arbol
pantano,moho,naturaleza
pistola,legal en ciertos países,juridico
pistola,peligrosa,riesgoso
pistola,dispara balas,disparo
pistola,puede ser mortal,muerte
pistola,ruleta rusa,juego_de_azar
pistola,la usa la policía,policia
pistola,hay de distintos calibres,variedad
pistola,se usa con una mano,accion_fisica
pistola,se puede llevar en el bolsillo,pequeno
pistola,hace mucho ruido al disparar,sonido_agudo
misiles,destrucción,destruccion
misiles,explosiones,explosion
misiles,sobre vuela lugares,vuela
misiles,proyectil volador,proyectil
misiles,usado en la guerra,guerra
misiles,peligro,riesgoso
misiles,arma muy peligrosa,riesgoso
misiles,bazooka,armamento
misiles,proyectil pesado,proyectil
misiles,militar,militares
huracán,viento,aire
huracán,tornado,desastre_natural
huracán,desastre natural,desastre_natural
huracán,genera miedo en la gente,miedo
huracán,arrasa con todo a su paso,devastador
huracán,no en todo el mundo hay,exclusivo
huracán,tormenta,tormenta
huracán,espiral,espiral
ajedrez,juego de mesa,juego_de_mesa
ajedrez,fichas,piezas_tablero
ajedrez,casillas,tablero
ajedrez,requiere astucia,inteligencia
ajedrez,blanco y negro,dualidad
llanura,pradera,paisaje
llanura,planicie,plano
llanura,campo,paisaje
llanura,lugar vacío,vacio
llanura,extensión de terreno,terreno_delimitado
llanura,inhóspito,inhospito
llanura,donde hay poca vida,vida_breve
estatua,piedra,materia_prima
estatua,concreto,material_construccion
estatua,figura,figura
estatua,escultor,artista
estatua,monumento,monumento
estatua,representa algo,representativo
estatua,arte,arte
estatua,cincel,herramientas
monarca,rey,realeza
monarca,soberano,soberania
monarca,tiene poder sobre otros,autoridad
monarca,esta encima de los demás,autoridad
monarca,posee poder,poder
monarca,gobierna un reino,reinado
monarca,poder absoluto sobre el pueblo,dictadura
monarca,incuestionable,incuestionable
cadáver,muerto,muerte
cadáver,morgue,morgue
cadáver,funeral,funeral
cadáver,sin vida,muerte
cadáver,fantasma,fantasma
cadáver,podrido,descomposicion
cadáver,mal olor,maloliente
poblado,pequeña villa,comunidad
poblado,habita una comunidad,comunidad
poblado,gente humilde,humildad
poblado,comunidad organizada,comunidad
poblado,casas,vivienda
lamento,tristeza,angustia
lamento,pérdida,perdidas
lamento,desgracia,tragedia
lamento,fallar en algo,fracaso
lamento,recriminar,recriminar
lamento,bajo ánimo,desanimo
lamento,luto,afliccion
arreglo,soluciona problemas,resuelve_problemas
arreglo,sirve para recomponer cosas rotas,remodelar
arreglo,puede ser de muchos ámbitos,diversidad
arreglo,pegamento,material_construccion
arreglo,ingeniería,disciplina_cientifica
arreglo,recomponer,remodelar
emoción,sentimiento,sentimientos
emoción,alegría,felicidad
emoción,corazón,organo_cuerpo_humano
emoción,sensación fuerte,intensidad
emoción,irracional,sentimientos
emoción,humano,ser_humano
emoción,amígdala,cerebro
emoción,sistema límbico,cerebro
ingreso,dinero,dinero
ingreso,entrada,entrada
detalle,preciso,precision
detalle,corto,pequeno
detalle,ampliar la imagen,amplitud
detalle,pequeño,pequeno
detalle,puede pasar desapercibido,desapercibido
detalle,no general,especifico
sanidad,limpieza,higiene
sanidad,ayuda a la higiene,higiene
sanidad,aseo personal,higiene
sanidad,previene enfermedades,buena_salud
sanidad,contra los gérmenes,desinfeccion
sanidad,combate el covid,desinfeccion
mandato,tarea,evaluacion
mandato,alguien lo encarga,imposicion
mandato,breve,inmediatez
mandato,se pide,comunidad
mandato,se cumple por voluntad,voluntario
mandato,misión de un superior,autoridad
entidad,dios,deidad
entidad,ser superior,jerarquia
entidad,no humano,animal
entidad,impone presencia,ente
entidad,divino,sagrado
reserva,se guarda para después,almacenar
reserva,alimentos no perecibles,comida
reserva,solo en caso de emergencia,emergencia
reserva,ayuda en tiempos de escacez,ayudar
reserva,un extra por si falta algo,precaucion
fortuna,suerte,suerte
fortuna,dados,juego_de_azar
fortuna,casino,casino
fortuna,probabilidad,probabilidad
fortuna,dinero,dinero
fortuna,azaroso,azaroso
fortuna,apuesta,apuestas
fortuna,ludopatía,adicciones
fortuna,puede estar en nuestra contra,mala_fortuna
fortuna,no la podemos controlar,descontrol
suspiro,sufrimiento,sufrimiento
suspiro,melancolía,melancolia
suspiro,nostalgia,melancolia
suspiro,tristeza,angustia
suspiro,pena,angustia
suspiro,cansancio,cansancio
suspiro,molestia,malestar
suspiro,paciencia,paciencia
suspiro,comunicación no verbal,comunicacion
suspiro,aire,aire
hoguera,fuego,fuego
hoguera,carbón,combustible
hoguera,noche,nocturnos
hoguera,frío,gelido
hoguera,cenizas,fuego
hoguera,calor,caliente
hoguera,quema,quemaduras
hoguera,inquisición,medieval
hoguera,humo,gaseoso
parcela,territorio,terreno_delimitado
parcela,campo,paisaje
parcela,naturaleza,naturaleza
parcela,pasto,pastizal
parcela,árboles,arbol
parcela,animales,fauna
parcela,terreno delimitado,terreno_delimitado
parcela,propiedad privada,privado
parcela,agua,liquido
parcela,casa,hogar
espiral,cuadernos,cuadernos
espiral,pasta,comida
espiral,escalera,mobiliario
espiral,circular,circunferencia
espiral,vueltas,girar
espiral,encierro,encarcelado
espiral,repetición,reiterado
espiral,plástico,material_construccion
espiral,curva,linea
espiral,hélice,helicoptero
anciana,humano,ser_humano
anciana,vieja,vejez
anciana,adulto mayor,vejez
anciana,tercera edad,vejez
anciana,experiencia,experiencia
anciana,menopausia,menopausia
anciana,infertilidad,infertilidad
anciana,afabilidad,amabilidad
anciana,canas,pelo_canoso
anciana,muerte,muerte
balanza,peso,medicion
balanza,masa,medicion
balanza,medición,medicion
balanza,cocina,cocinar
balanza,ciencia,ciencia
balanza,baño,sanitario
balanza,kilogramos,medicion
balanza,newton,medicion
balanza,física,ciencia
balanza,comercio,negocio
galaxia,cúmulo de astros y cuerpos celestes,estrella
galaxia,cúmulo de astros y cuerpos celestes,astros
galaxia,unidad territorial,conjunto
galaxia,región del espacio,constelaciones
galaxia,estrella central,estrella
galaxia,vía láctea,constelaciones
galaxia,gran distancia entre galaxias,distancias_largas
galaxia,infinidad de galaxias en el universo,infinito
galaxia,atracción gravitacional hacia andrómeda,fuerza_fisica
galaxia,espiral,espiral
semilla,grano,germinacion
semilla,plantar,cultivo
semilla,plantas,naturaleza
semilla,árboles,arbol
semilla,cereales,maiz
semilla,frutas,frutas
semilla,siembra,cultivo
semilla,cosecha,cultivo
semilla,tierra,terrestre
semilla,naturaleza,naturaleza
viajero,alguien que está en camino a un destino,nomade
viajero,se transporta,viaje
viajero,viaje,viaje
viajero,movimiento,movimiento
viajero,transporte,medio_de_transporte
viajero,en movimiento,movimiento
viajero,no ha llegado a su destino,destino
viajero,deja un lugar,nomade
viajero,se encuentra viajando,viaje
cosecha,alimentos,alimentarse
cosecha,verano,estaciones_del_ano
cosecha,campo,paisaje
cosecha,grano,maiz
cosecha,trigo,maiz
cosecha,papas,verduras
cosecha,campesino,campesinos
cosecha,producción agrícola,industria
cosecha,rotación de cultivos,cultivo
cosecha,siembra,cultivo
madurez,crecimiento,crecimiento
madurez,conocimiento,conocimiento
madurez,aumento,crecimiento
madurez,mejora,mejorar
madurez,experiencia,experiencia
madurez,fruta,frutas
madurez,seriedad,seriedad
madurez,cambio,cambiante
madurez,color,colores
madurez,edad,edad
validez,consecuencia de una justificación aceptable,consecuencias
validez,comúnmente aceptado,aceptacion
validez,relativamente indiscutido,incuestionable
validez,análisis,analisis
validez,cumple con las condiciones preestablecidas,acuerdo
validez,acordado,acuerdo
validez,correcto,veridico
validez,confirmado,empirico
validez,popularmente aceptado,aceptacion
vínculo,unión,unificar
vínculo,enlace,enlace
vínculo,relación,relacional
vínculo,vínculo emocional,emociones
vínculo,vínculo jurídico,juridico
vínculo,hipervínculo,internet
vínculo,conexión,conectar
vínculo,asociación,asociacion
levante,territorio español,region_europea
levante,equipo de fútbol,equipo
levante,punto cardinal,punto_cardinal
levante,subir,trepador
levante,levantar,elevar
levante,transportar,transporta
levante,aumentar,crecimiento
levante,mejorar,mejorar
levante,grúa,maquinarias
levante,ascensor,ascensor
tributo,honor,honorable
tributo,algo que se rinde,obsequio
tributo,obligación,deberes
tributo,gravamen,juridico
tributo,donación voluntaria,solidaridad
tributo,donación remuneratoria,solidaridad
tributo,reconocimiento,reconocer
tributo,banda tributo,grupo_musical
tributo,impuesto,impuestos
tributo,orgullo,orgullo
montaje,pacos,policia
montaje,usa,estados_unidos
montaje,manipulación,manipulacion
montaje,abuso,abuso
montaje,engaño,enganar
montaje,insidia,enganar
montaje,escenario,escenario
montaje,actuación,actores
montaje,obra,teatral
montaje,falsedad,falsedad
trámite,estado,estados
trámite,dinero,dinero
trámite,orden,ordenado
trámite,reglas,instrucciones
trámite,sociedad,comunidad
trámite,control,control
trámite,aburrido,aburrido
trámite,tedioso,abrumador
trámite,fácil,facil
trámite,molesto,malestar
lástima,sentimiento,sentimientos
lástima,emoción,emociones
lástima,tópico literario,literatura
lástima,pena,angustia
lástima,lástima,lamentarse
lástima,empatía,empatia
lástima,sufrimiento,sufrimiento
lástima,tristeza,angustia
lástima,compasión,compasion
lástima,moral religiosa cristiana,religion
milagro,religiosidad,religion
milagro,improbabilidad,improbable
milagro,suerte,suerte
milagro,probabilidad,probabilidad
milagro,accidente,tragedia
milagro,intervención divina,religion
milagro,expresión cotidiana,cotidiano
milagro,ayuda,ayudar
milagro,duda,interrogantes
milagro,gratificación,gratitud
reflejo,agua,liquido
reflejo,espejo,cristal
reflejo,luz,luz
reflejo,la única manera de mirarse a uno mismo,subjetivo
reflejo,consecuencia,consecuencias
reflejo,respuesta,reaccion
reflejo,distorsión,distorsiones
reflejo,reflexión,reflexion
reflejo,fenómeno físico,fisica
reflejo,sombra,sombras
llanura,espacio abierto,apertura
llanura,estepa,paisaje
llanura,libertad,libertad
llanura,amplio,amplitud
llanura,viejo oeste,vaqueros
estatua,objeto fisico,objetos
estatua,homenaje,homenaje
estatua,arte,arte
estatua,creacion,elaborar
estatua,expresion,expresion
estatua,refiere a algo o alguien,representativo
monarca,rey,realeza
monarca,lider supremo,liderazgo
monarca,encargado de un grupo de gente,gobierno
monarca,el mas alto rango,jerarquia
monarca,presidente,presidente
cadáver,huele mal,descomposicion
poblado,existencia de algo en algún lugar,existencia
poblado,cubre algún area,terreno_delimitado
poblado,poblado de,comunidad
poblado,ciudad o pueblo,comunidad
poblado,ciudad o pueblo,ciudad
poblado,puede referirse a cantidad,cantidad
poblado,puede referirse a un pueblo o ciudad,comunidad
poblado,puede referirse a un pueblo o ciudad,ciudad
capilla,relacionado a una religion,religion
capilla,se construye para albergar gente,refugio
capilla,estructura,arquitectura
capilla,es necesario construirla,arquitectura
bandera,icono de un pais,simbolos
bandera,puede representa a un pais,identidad
bandera,formalmente se utiliza en un mastil,asta
bandera,puede significar algun concepto,simbolos
bandera,es utilizada por organizaciones,institucion
planeta,conjunto de rocas,materia_prima
planeta,se encuentra en el universo,universo
planeta,existen diferentes categorías,variedad
planeta,se mueve a través del universo,universo
planeta,puede girar alrededor de un sol o no,sistema_solar
capitán,autoridad,autoridad
capitán,rango,jerarquia
capitán,rango superior a teniente,jerarquia
capitán,utilizado en las fuerzas armadas,militares
capitán,tiene gente a su cargo,liderazgo
palacio,estructura,estructura
palacio,lugar donde vive un una rey reina,castillo
palacio,construido para gente importante,relevancia
palacio,puede o no ser una vivienda definitiva,temporal
palacio,construido con altos estandares,lujos
detalle,lo importante,relevancia
detalle,una cualidad,caracteristica
detalle,algo particular,especifico
detalle,especifico de un objeto,especifico
detalle,depende del punto de vista,perspectiva
detalle,cualidad,caracteristica
sanidad,limpieza,higiene
sanidad,tranquilidad,tranquilidad
sanidad,asociado a un humano,ser_humano
sanidad,asociado a un espacio,espacio
mandato,órden,imposicion
mandato,ley,leyes
mandato,redactado por alguien,autoridad
mandato,debe cumplirse,obediencia
mandato,proclamado por alguien de rango alto,autoridad
entidad,ser,ente
entidad,dotado de una conciencia,consciencia
entidad,puede ser publica o privada,publico
entidad,puede ser publica o privada,privado
reserva,guardar un lugar,almacenar
reserva,proteger un lugar,proteccion
reserva,asociado a un espacio,espacio
fortuna,azar,azaroso
fortuna,dinero,dinero
fortuna,suerte,suerte
fortuna,aleatorio,azaroso
regreso,volver,retorno
regreso,alguien se fue y regreso,refran_popular
regreso,contrario a irse,retorno
regreso,es un verbo,palabras
entorno,espacio fisico,ambiente
entorno,alrrededor,contorno
entorno,complemento,conjunto
entorno,delimitacion,definido
entorno,finito,definido
alcance,algo que puedo visualizar,visibilidad
alcance,esta o no esta,dualidad
alcance,puede o no ser asequible,dualidad
alcance,es condicional,dependiente
alcance,utilizado en distintos contextos,accesible
malicia,cualidad negativa,negativo
malicia,intencion maligna,malefico
malicia,hacer una acción para dañar a alguien_algo,crueldad
malicia,cualidad asociada a alguien malo,malefico
cadáver,muerte,muerte
cadáver,morgue,morgue
cadáver,funeral,funeral
cadáver,cuerpo,cuerpo_humano
cadáver,disfunción de los organos,organo_cuerpo_humano
cadáver,restos mortales,desmembramiento
cadáver,término de la vida material,muerte
capilla,religión,religion
capilla,sistema de creencias,creencia
capilla,féen jesucristo,creencia
capilla,rezar,ritual
capilla,cristianismo,religion
bandera,patriotismo,patriotismo
bandera,nacionalidad,nacionalidad
bandera,fiestas patrias,festividad
bandera,globalización,globalizacion
bandera,identidad,identidad
capitán,comanda,liderazgo
capitán,indiviiduo que está al mando,liderazgo
capitán,navegación,embarcacion
capitán,integrante importante de un equipo,sobresaliente
capitán,colonización de américa,historia
detalle,fragmento,fragmentado
detalle,parte que constituye un todo,conjunto
detalle,acercamiento,aproximarse
detalle,análisis profundo,profundidad
detalle,importante en el arte realista,arte
detalle,producto de la atención,notorio
detalle,selección de estímulo muy minucioso,meticuloso
alcance,lograr,objetivos
alcance,importancia,relevancia
alcance,relevancia,relevancia
alcance,cuanto abarca,accesible
alcance,pertinencia,relevancia
alcance,realización,realismo
alcance,trascendencia,trascender
balanza,equilibrar,equilibrado
balanza,regular,modificar
balanza,emparejar,igualdad
balanza,comparar,comparacion
galaxia,estrellas,estrella
galaxia,amplio,amplitud
galaxia,desconocido,desconocido
galaxia,profundo,profundidad
galaxia,oscuro,oscuridad
galaxia,planetas,astros
galaxia,diverso,diversidad
galaxia,conocimiento,conocimiento
galaxia,exploración,explorar
galaxia,vacío,vacio
semilla,florecer,florecer
semilla,comienzo,comienzo
semilla,fruto,frutas
semilla,nacimiento,engendrar
semilla,vida,vida
semilla,esperanza,motivacion
semilla,poroto,verduras
viajero,persona,personas
viajero,curiosidad,curiosidad
viajero,aprender,aprender
viajero,disfrutar,disfrutar
viajero,conocer,conocimiento
viajero,escape de rutina,rutina
viajero,se necesita dinero,dinero
viajero,maravillarse,maravilla
viajero,feliz,felicidad
viajero,reflexionar,razonable
cosecha,florecer,florecer
cosecha,crecimiento,crecimiento
cosecha,esperanza,motivacion
cosecha,preparar,preparacion
cosecha,formar,elaborar
cosecha,surgir,crecimiento
cosecha,dedicación,disciplina
cosecha,tierra,terrestre
pantano,verde,color_claro
pantano,cafe,color_oscuro
pantano,sucio,suciedad
pantano,insectos,insecto
pantano,área verde,naturaleza
pantano,oscuridad,oscuridad
pistola,disparo,disparo
pistola,peligro,riesgoso
pistola,muerte,muerte
pistola,venganza,venganza
pistola,odio,odio
pistola,se necesita permiso,leyes
pistola,vulnerabilidad,inseguridad
pistola,error,equivocacion
misiles,guerra,guerra
misiles,destrucción,destruccion
misiles,armamento,armamento
misiles,aniquilación,exterminio
misiles,explosión,explosion
misiles,disparos,disparo
misiles,fuerzas armadas,militares
misiles,hiroshima,ciudad_japon
huracán,destrucción,destruccion
huracán,tiene nombre de persona,nombramiento
huracán,desastre,desastre_natural
huracán,viento,aire
huracán,zona centro americana,region_centroamericana
huracán,bunker,refugio
ajedrez,mentalidad,capacidad_cognitiva
ajedrez,estrategia,estrategia
ajedrez,pensamiento,inteligencia
ajedrez,entretención,diversion
ajedrez,competencia,competitivo
ajedrez,intelecto,inteligencia
tributo,ofrenda,obsequio
tributo,entregar,accion_fisica
tributo,respeto,responsabilidad
tributo,ritual,ritual
tributo,ideología,ideologia
tributo,místico,misticismo
tributo,se espera retorno,retorno
tributo,favor,ayudar
montaje,mentira,mentir
montaje,actuación,actores
montaje,situación,sucesos
montaje,falsedad,falsedad
montaje,castigo,castigar
montaje,elaboración,elaborar
montaje,preparación,preparacion
trámite,papeleo,documento
trámite,poco agradable,desagrado
trámite,rápidez,inmediatez
trámite,solución,resuelve_problemas
trámite,proceso,procesos
trámite,solicitud,peticion
lástima,pena,angustia
lástima,incomodidad,incomodidad
lástima,sentimiento,sentimientos
lástima,pensar en el projimo,empatia
lástima,situación externa a nosotros,exterior
milagro,situación,sucesos
milagro,fe,creencia
milagro,inesperado,inesperado
milagro,bendición,ritual
milagro,imposible,imposible
milagro,poco porbable,improbable
milagro,alegría,felicidad
milagro,salvación,salvacion
milagro,ayuda,ayudar
milagro,luz,luz
reflejo,espejo,cristal
reflejo,percepción,capacidad_cognitiva
reflejo,vision,visibilidad
reflejo,agua,liquido
reflejo,reacción,reaccion
reflejo,muestra,explicito
reflejo,ilusión,ilusion
lamento,arrepentimiento,arrepentido
lamento,sentir,sentimientos
lamento,tristeza,angustia
lamento,culpa,culpable
lamento,dificil,dificil
lamento,cuestionarse,cuestionar
lamento,crítica,criticado
arreglo,embellecer,belleza
arreglo,mejora,mejorar
arreglo,ilusión,ilusion
arreglo,esperanza,motivacion
emoción,estado,estado_de_animo
emoción,variedad,diversidad
emoción,constante,accion_prolongada
emoción,está en todos,ser_humano
emoción,humano,ser_humano
emoción,animal,animal
ingreso,ganancia,beneficios
ingreso,incremento,crecimiento
ingreso,acción de entrada,entrada
ingreso,acción de incremento,crecimiento
llanura,espacio plano,plano
llanura,superficie,superficie
llanura,terreno plano,plano
llanura,igualdad,igualdad
llanura,superficie perfecta,perfeccionismo
llanura,ciudad plana,plano
llanura,sin cerro,paisaje
llanura,plano,plano
estatua,simbolo,simbolos
estatua,recuerdo,recuerdo
estatua,representación,representativo
estatua,historia,historia
estatua,admiracion,admiracion
estatua,adulación,admiracion
estatua,heroismo,heroico
estatua,fanatismo,fanaticada
estatua,poder,poder
estatua,grandeza,poder
monarca,jefe monarquia,realeza
monarca,dictador,dictadura
monarca,organización politica,ideologia_politica
monarca,poder concentrado,poder
monarca,monopolista,ideologia_politica
monarca,una persona,individualista
monarca,rey,realeza
monarca,lider,liderazgo
monarca,poderoso,poder
cadáver,muerte,muerte
cadáver,sin vida,muerte
cadáver,miedo,miedo
cadáver,final,finalizar
cadáver,término,finalizar
cadáver,recuerdo,recuerdo
cadáver,crimen,crimen
poblado,conjunto personas,grupo
poblado,concentración gente,grupo
poblado,lugar para vivir,hogar
poblado,lugar rústico,artesanal
poblado,poca tecnología,primitivo
poblado,vivienda,vivienda
poblado,ciudad pequeña,pequeno
poblado,localidad,localidad
poblado,comunidad,comunidad
poblado,pobreza,pobreza
capilla,refugio,refugio
capilla,simbolo,simbolos
capilla,dios,deidad
capilla,religion,religion
capilla,fe,creencia
capilla,espiritualidad,espiritualidad
capilla,creencia,creencia
capilla,cristianismo,religion
bandera,simbolismo,simbolos
bandera,equipo,equipo
bandera,representación,identidad
bandera,identidad,identidad
planeta,hogar,hogar
planeta,tierra,terrestre
planeta,agua,liquido
planeta,vida,vida
planeta,parte del universo,universo
planeta,mundo,astros
planeta,existencia,existencia
planeta,habitat,habitat
planeta,escenarios,escenario
capitán,jefe,jerarquia
capitán,lider,liderazgo
capitán,deporte,deporte
palacio,templo,iglesia
palacio,hogar,hogar
palacio,belleza,belleza
palacio,grandeza,poder
palacio,vivienda reyes,castillo
palacio,creado por admiracion,admiracion
palacio,importante,relevancia
palacio,imperio,imperio
palacio,realeza,realeza
palacio,magnificencia,sobresaliente
detalle,relieve,texturas
detalle,acercamiento,aproximarse
detalle,especificación,especifico
detalle,importante,relevancia
detalle,precision,precision
detalle,certero,precision
detalle,parte de,fragmentado
detalle,fragmento especifico,fragmentado
detalle,parte necesaria,necesario
sanidad,salubridad,bienestar
sanidad,salud,bienestar
sanidad,mantenerse limpio,higiene
sanidad,cuidarse uno mismo,bienestar
sanidad,lavarse las manos,higiene
sanidad,desinfectarse,desinfeccion
sanidad,desinfectar las cosas,desinfeccion
sanidad,ducharse,higiene
sanidad,cuidar su cuerpo,buena_salud
sanidad,cuidar el entorno,precaucion
mandato,tener poder sobre gente,autoridad
mandato,ser jefe,jerarquia
mandato,tener un grupo a cargo,liderazgo
mandato,ejercer de líder,liderazgo
mandato,gobierno,gobierno
mandato,cargo,puesto_laboral
mandato,puesto importante,puesto_laboral
mandato,trabajo en grupo,grupo
mandato,liderazgo,liderazgo
mandato,posición,posicion
entidad,sociedad,comunidad
entidad,cosa,objetos
entidad,colectivo,comunidad
entidad,conjunto de,conjunto
entidad,parte de conjunto,conjunto
entidad,compañía,empresa
entidad,sociedad,comunidad
entidad,empresa,empresa
entidad,organización,empresa
entidad,academia,academia
reserva,pedir algo,peticion
reserva,anticipación,predecible
reserva,guardar algo que no tengo,almacenar
reserva,seguridad,seguridad
reserva,preparación,preparacion
reserva,planes,planificar
reserva,organizar,planificar
reserva,pensar con antelación,predecible
reserva,prevenir desastre,concentracion
reserva,tener conciencia,consciencia
fortuna,dinero,dinero
fortuna,suerte,suerte
fortuna,regalo,obsequio
fortuna,tener cosas,riqueza
fortuna,ganar cosas,beneficios
fortuna,ganar dinero,dinero
fortuna,cosas buenas,beneficios
fortuna,sucesos buenos,beneficios
regreso,reencuentro,reencuentro
regreso,lugar conocido,familiaridad
regreso,volver atras,retroceso
regreso,dar un paso atras,retroceso
regreso,raíces,raices
regreso,volver a lo conocido,retorno
regreso,recuerdos,recuerdo
regreso,distanciamiento,distancia
regreso,origen,origen
regreso,hogar,hogar
entorno,lo que nos rodea,ambiente
entorno,alrededor,contorno
entorno,ciudad,ciudad
entorno,naturaleza,naturaleza
entorno,habitat,habitat
entorno,vida,vida
entorno,coexistir,contextual
entorno,rodeado de,ambiente
entorno,parte del mundo,ambiente
alcance,distancia,distancia
malicia,maldad,malefico
malicia,malas intenciones,malintencionado
malicia,estar encubierto,oculto
malicia,aparentar,apariencia
malicia,doble personalidad,personalidad_multiple
malicia,intención oculta,oculto
malicia,sacar provecho,oportunista
malicia,aprovecharse de,oportunista
malicia,intención de ser malo,malintencionado
malicia,cometer un crimen,crimen
panteón,lugar griego,ciudad_europea
panteón,monumento,monumento
panteón,edificio antiguo,edificacion
panteón,lugar histórico,historia
granito,arena,mineral
granito,materia extremadamente pequeña,pequeno
granito,diminuto,pequeno
granito,insignificante,irrelevante
padrino,tio,familia
padrino,familiar,familia
padrino,persona de confianza,confianza
padrino,designado por los padres,designado
cáscara,envoltorio de la fruta,contorno
cáscara,biodegradable,organico
caracol,insecto que anda lento,insecto
caracol,frágil,fragil
caracol,bonito,belleza
caracol,tiene caparazón,caparazon
suspiro,un respiro,respirar
suspiro,un pequeño desahogo,desahogo
suspiro,señal de buscar calma,tranquilidad
suspiro,tranquilidad,tranquilidad
hoguera,fuego,fuego
hoguera,donde quemaban personas,mitologia
hoguera,tortura,tortura
hoguera,malo,malefico
parcela,terreno grande,terreno_delimitado
parcela,casa de descanso,descanso
parcela,se trabaja la tierra,cultivo
parcela,tiene animales,fauna
parcela,alejado de la ciudad,aislado
